book_id,year,title,image_url
99561,2005.0,Looking for Alaska,https://images.gr-assets.com/books/1394798630m/99561.jpg
227443,1996.0,,https://images.gr-assets.com/books/1292060045m/227443.jpg
14935,1811.0,Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg
38709,1998.0,Holes,https://images.gr-assets.com/books/1327781893m/38709.jpg
5139,2003.0,The Devil Wears Prada,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1381,-720.0,Ὀδύσσεια,https://images.gr-assets.com/books/1390173285m/1381.jpg
157993,1946.0,Le Petit Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg
7445,2005.0,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg
1845,1996.0,Into the Wild,https://images.gr-assets.com/books/1403173986m/1845.jpg
1953,1859.0,A Tale of Two Cities,https://images.gr-assets.com/books/1344922523m/1953.jpg
6424171,1990.0,Jurassic Park,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
370493,1964.0,The Giving Tree,https://images.gr-assets.com/books/1174210942m/370493.jpg
32542,1989.0,A Time to Kill,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1617,1958.0,Un di Velt Hot Geshvign,https://images.gr-assets.com/books/1473495285m/1617.jpg
6442769,2008.0,Paper Towns,https://images.gr-assets.com/books/1349013610m/6442769.jpg
21787,1973.0,The Princess Bride,https://images.gr-assets.com/books/1327903636m/21787.jpg
231804,1967.0,The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg
6186357,2009.0,The Maze Runner,https://images.gr-assets.com/books/1375596592m/6186357.jpg
1202,2005.0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://images.gr-assets.com/books/1327909092m/1202.jpg
2998,1911.0,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg
320,1967.0,Cien años de soledad,https://images.gr-assets.com/books/1327881361m/320.jpg
5297,1891.0,The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg
13536860,2012.0,Fifty Shades Freed,https://images.gr-assets.com/books/1336418837m/13536860.jpg
17245,1897.0,Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg
5060378,2006.0,Flickan som lekte med elden,https://images.gr-assets.com/books/1351778881m/5060378.jpg
11857408,2011.0,Fifty Shades Darker,https://images.gr-assets.com/books/1358266080m/11857408.jpg
7244,1998.0,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg
4137,2000.0,Me Talk Pretty One Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19543,1963.0,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg
7126,1844.0,Le Comte de Monte-Cristo,https://images.gr-assets.com/books/1309203605m/7126.jpg
6288,2006.0,The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg
18710190,2013.0,Allegiant,https://images.gr-assets.com/books/1395582745m/18710190.jpg
9418327,2011.0,Bossypants,https://images.gr-assets.com/books/1481509554m/9418327.jpg
3473,1999.0,A Walk to Remember,https://images.gr-assets.com/books/1385738968m/3473.jpg
9416,2000.0,Confessions of a Shopaholic,https://images.gr-assets.com/books/1327872404m/9416.jpg
24280,1862.0,Les Misérables,https://images.gr-assets.com/books/1411852091m/24280.jpg
10572,1998.0,A Clash of Kings,https://images.gr-assets.com/books/1358254974m/10572.jpg
10441,2005.0,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15507958,2012.0,Me Before You,https://images.gr-assets.com/books/1357108762m/15507958.jpg
168668,1961.0,Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg
6900,1997.0,Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749m/6900.jpg
2187,2002.0,Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg
24583,1876.0,The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979m/24583.jpg
18131,1962.0,A Wrinkle in Time,https://images.gr-assets.com/books/1329061522m/18131.jpg
7763,1989.0,The Joy Luck Club,https://images.gr-assets.com/books/1304978653m/7763.jpg
38447,1985.0,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg
452306,2001.0,The Sisterhood of the Traveling Pants,https://images.gr-assets.com/books/1461611233m/452306.jpg
7604,1955.0,Lolita,https://images.gr-assets.com/books/1377756377m/7604.jpg
37442,1995.0,Wicked: The Life and Times of the Wicked Witch of the West,https://images.gr-assets.com/books/1437733293m/37442.jpg
5358,1991.0,The Firm,https://images.gr-assets.com/books/1418465200m/5358.jpg
7937843,2010.0,Room,https://images.gr-assets.com/books/1344265419m/7937843.jpg
1420,1600.0,"The Tragicall Historie of Hamlet, Prince of Denmark",https://images.gr-assets.com/books/1351051208m/1420.jpg
234225,1965.0,Dune,https://images.gr-assets.com/books/1434908555m/234225.jpg
2612,2000.0,The Tipping Point: How Little Things Can Make a Big Difference,https://images.gr-assets.com/books/1473396980m/2612.jpg
11084145,2011.0,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg
332613,1962.0,One Flew Over the Cuckoo's Nest,https://images.gr-assets.com/books/1485308778m/332613.jpg
2165,1952.0,The Old Man and the Sea,https://images.gr-assets.com/books/1329189714m/2165.jpg
18114322,1939.0,The Grapes of Wrath,https://images.gr-assets.com/books/1352912927m/4395.jpg
3431,2003.0,The Five People You Meet in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8127,1908.0,Anne of Green Gables,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3777732,2009.0,City of Glass,https://images.gr-assets.com/books/1369452339m/3777732.jpg
62291,2000.0,A Storm of Swords,https://images.gr-assets.com/books/1497931121m/62291.jpg
137791,1996.0,Divine Secrets of the Ya-Ya Sisterhood,https://images.gr-assets.com/books/1408313524m/137791.jpg
10964,1991.0,Outlander,https://images.gr-assets.com/books/1402600310m/10964.jpg
12296,1850.0,The Scarlet Letter,https://images.gr-assets.com/books/1404810944m/12296.jpg
9460487,2011.0,Miss Peregrine’s Home for Peculiar Children,https://images.gr-assets.com/books/1472782916m/9460487.jpg
6892870,2007.0,Luftslottet som sprängdes,https://images.gr-assets.com/books/1327708260m/6892870.jpg
18007564,2012.0,The Martian,https://images.gr-assets.com/books/1413706054m/18007564.jpg
5043,1989.0,The Pillars of the Earth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18143977,2014.0,,https://images.gr-assets.com/books/1451445646m/18143977.jpg
8664353,2010.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://images.gr-assets.com/books/1327861115m/8664353.jpg
976,2001.0,Deception Point,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17333223,2013.0,The Goldfinch,https://images.gr-assets.com/books/1451554970m/17333223.jpg
29844228,2007.0,Thirteen Reasons Why,https://images.gr-assets.com/books/1333822506m/1217100.jpg
2865,1999.0,Girl with a Pearl Earring,https://images.gr-assets.com/books/1327197580m/2865.jpg
4374400,2009.0,If I Stay,https://images.gr-assets.com/books/1347462970m/4374400.jpg
4989,1997.0,The Red Tent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28186,2006.0,The Sea of Monsters,https://images.gr-assets.com/books/1400602661m/28186.jpg
5526,2006.0,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg
1582996,2008.0,City of Ashes,https://images.gr-assets.com/books/1432730356m/1582996.jpg
8852,1606.0,The Tragedy of Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg
15241,1954.0,The Two Towers,https://images.gr-assets.com/books/1298415523m/15241.jpg
42156,2004.0,Something Borrowed,https://images.gr-assets.com/books/1305063535m/42156.jpg
23772,1960.0,Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg
6310,1964.0,Charlie and the Chocolate Factory,https://images.gr-assets.com/books/1309211401m/6310.jpg
2120932,2008.0,The Battle of the Labyrinth,https://images.gr-assets.com/books/1443142158m/2120932.jpg
2623,1860.0,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg
18512,1955.0,The Return of the King,https://images.gr-assets.com/books/1389977161m/18512.jpg
49552,1942.0,L’Étranger,https://images.gr-assets.com/books/1349927872m/49552.jpg
7736182,2010.0,The Lost Hero,https://images.gr-assets.com/books/1464201003m/7736182.jpg
15745753,2013.0,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg
13497,2005.0,A Feast for Crows,https://images.gr-assets.com/books/1429538615m/13497.jpg
7735333,2010.0,Matched,https://images.gr-assets.com/books/1367706191m/7735333.jpg
30165203,2001.0,American Gods,https://images.gr-assets.com/books/1258417001m/4407.jpg
149267,1978.0,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg
6400090,2008.0,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg
11125,1998.0,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg
6969,1815.0,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg
15823480,1877.0,Анна Каренина,https://images.gr-assets.com/books/1352422904m/15823480.jpg
227463,1962.0,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg
1812457,2007.0,The Shack: Where Tragedy Confronts Eternity,https://images.gr-assets.com/books/1344270232m/1812457.jpg
4556058,2009.0,The Last Olympian,https://images.gr-assets.com/books/1327924597m/4502507.jpg
830502,1986.0,It,https://images.gr-assets.com/books/1309376909m/18342.jpg
7144,1866.0,Преступление и наказание,https://images.gr-assets.com/books/1382846449m/7144.jpg
6514,1963.0,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg
252577,1996.0,Angela's Ashes: A Memoir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
52036,1922.0,Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg
168642,1965.0,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg
6304335,2009.0,Beautiful Creatures,https://images.gr-assets.com/books/1327873282m/6304335.jpg
7171637,2010.0,Clockwork Angel,https://images.gr-assets.com/books/1454962884m/7171637.jpg
39988,1988.0,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9361589,2011.0,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg
37470,2001.0,The Other Boleyn Girl,https://images.gr-assets.com/books/1355932638m/37470.jpg
24770,2005.0,Uglies,https://images.gr-assets.com/books/1443904172m/24770.jpg
10664113,2011.0,A Dance with Dragons,https://images.gr-assets.com/books/1327885335m/10664113.jpg
33,1955.0,The Lord of the Rings,https://images.gr-assets.com/books/1411114164m/33.jpg
12262741,2012.0,Wild: From Lost to Found on the Pacific Crest Trail ,https://images.gr-assets.com/books/1453189881m/12262741.jpg
472331,1987.0,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg
186074,2007.0,The Name of the Wind,https://images.gr-assets.com/books/1472068073m/186074.jpg
3228917,2008.0,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg
153747,1851.0,"Moby Dick; or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg
2728527,2008.0,The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg
5759,1996.0,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg
301082,2001.0,Dead Until Dark,https://images.gr-assets.com/books/1468560853m/301082.jpg
11486,1982.0,The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12691,2005.0,Marley & Me: Life and Love with the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg
16299,1939.0,Ten Little Niggers,https://images.gr-assets.com/books/1391120695m/16299.jpg
6411961,2009.0,The Lost Symbol,https://images.gr-assets.com/books/1358274396m/6411961.jpg
6339664,2009.0,"Hush, Hush",https://images.gr-assets.com/books/1358261334m/6339664.jpg
11505797,2011.0,Beautiful Disaster,https://images.gr-assets.com/books/1358259032m/11505797.jpg
5326,1843.0,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg
43763,1976.0,Interview with the Vampire,https://images.gr-assets.com/books/1380631642m/43763.jpg
10507293,2012.0,The Selection,https://images.gr-assets.com/books/1322103400m/10507293.jpg
6853,1994.0,One for the Money,https://images.gr-assets.com/books/1316730230m/6853.jpg
6493208,2010.0,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg
23807,1988.0,The Silence of the Lambs,https://images.gr-assets.com/books/1390426249m/23807.jpg
345627,2007.0,,https://images.gr-assets.com/books/1361098973m/345627.jpg
40102,2005.0,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6867,2001.0,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg
485894,1915.0,Die Verwandlung,https://images.gr-assets.com/books/1359061917m/485894.jpg
561456,2007.0,The Titan's Curse,https://images.gr-assets.com/books/1361038385m/561456.jpg
9969571,2011.0,,https://images.gr-assets.com/books/1500930947m/9969571.jpg
3153910,2006.0,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg
21996,2003.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg
20448515,2012.0,Bared to You,https://images.gr-assets.com/books/1477803272m/13572249.jpg
11127,1956.0,The Chronicles of Narnia,https://images.gr-assets.com/books/1449868701m/11127.jpg
3609760,,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg
60748,1995.0,"A Child Called ""It"": One Child's Courage to Survive",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7869,1980.0,The Bourne Identity,https://images.gr-assets.com/books/1335860740m/7869.jpg
249747,2001.0,Artemis Fowl,https://images.gr-assets.com/books/1327945104m/249747.jpg
6487308,2009.0,Fallen,https://images.gr-assets.com/books/1440619649m/6487308.jpg
4406,1952.0,East of Eden  ,https://images.gr-assets.com/books/1441547516m/4406.jpg
5886881,2009.0,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg
5359,1993.0,The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228333,2002.0,The Nanny Diaries,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24213,1865.0,Alice's Adventures in Wonderland,https://images.gr-assets.com/books/1327872220m/24213.jpg
2156,1817.0,Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556602,2007.0,Elle s'appelait Sarah,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
43615,1982.0,The Gunslinger,https://images.gr-assets.com/books/1375776480m/43615.jpg
9712,1985.0,El amor en los tiempos del cólera,https://images.gr-assets.com/books/1327124987m/9712.jpg
439288,1999.0,Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg
17802724,2013.0,The Husband's Secret ,https://images.gr-assets.com/books/1460577225m/17802724.jpg
1898,1997.0,Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://images.gr-assets.com/books/1463384482m/1898.jpg
10592,1974.0,Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
242006,2002.0,Running with Scissors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8908,2006.0,World War Z: An Oral History of the Zombie War,https://images.gr-assets.com/books/1386328204m/8908.jpg
17212231,2013.0,Inferno,https://images.gr-assets.com/books/1397093185m/17212231.jpg
47281,1989.0,Number the Stars,https://images.gr-assets.com/books/1370917812m/47281.jpg
13145,1993.0,Along Came a Spider,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10614,1987.0,Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg
18045891,2006.0,Sharp Objects,https://images.gr-assets.com/books/1423241485m/66559.jpg
2839,1977.0,Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg
30183,2007.0,Marked,https://images.gr-assets.com/books/1317067002m/30183.jpg
36072,1989.0,The 7 Habits of Highly Effective People,https://images.gr-assets.com/books/1421842784m/36072.jpg
1622,1595.0,A Midsummer Night's Dream,https://images.gr-assets.com/books/1327874534m/1622.jpg
4588,2005.0,Extremely Loud and Incredibly Close,https://images.gr-assets.com/books/1327879967m/4588.jpg
11387515,2012.0,Wonder,https://images.gr-assets.com/books/1309285027m/11387515.jpg
233093,1957.0,The Cat in the Hat,https://images.gr-assets.com/books/1468890477m/233093.jpg
11235712,2012.0,Cinder,https://images.gr-assets.com/books/1470056948m/11235712.jpg
16160797,2013.0,The Cuckoo's Calling,https://images.gr-assets.com/books/1358716559m/16160797.jpg
6068551,2009.0,Shiver,https://images.gr-assets.com/books/1409283154m/6068551.jpg
662,1957.0,Atlas Shrugged,https://images.gr-assets.com/books/1405868167m/662.jpg
49436,2006.0,Three Cups of Tea ,https://images.gr-assets.com/books/1395407074m/49436.jpg
13023,1865.0,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1232,2001.0,La sombra del viento,https://images.gr-assets.com/books/1344545047m/1232.jpg
7631105,2010.0,The Scorch Trials,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4865,1936.0,How to Win Friends and Influence People,https://images.gr-assets.com/books/1442726934m/4865.jpg
480479,1996.0,Under the Tuscan Sun,https://images.gr-assets.com/books/1320524083m/480479.jpg
19486412,2014.0,Big Little Lies,https://images.gr-assets.com/books/1492239430m/19486412.jpg
24337,1997.0,Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg
3876,1926.0,The Sun Also Rises,https://images.gr-assets.com/books/1331828228m/3876.jpg
14891,1943.0,A Tree Grows In Brooklyn ,https://images.gr-assets.com/books/1327883484m/14891.jpg
13148,1995.0,Kiss the Girls,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
21853621,2015.0,The Nightingale,https://images.gr-assets.com/books/1451446316m/21853621.jpg
6334,2005.0,Never Let Me Go,https://images.gr-assets.com/books/1353048590m/6334.jpg
366522,2003.0,"PS, I Love You",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17899948,1938.0,Rebecca,https://images.gr-assets.com/books/1327871977m/12873.jpg
18373,1966.0,Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg
6952,1989.0,Como agua para chocolate,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1103,2005.0,Snow Flower and the Secret Fan,https://images.gr-assets.com/books/1327880508m/1103.jpg
22034,1969.0,The Godfather,https://images.gr-assets.com/books/1394988109m/22034.jpg
49750,2006.0,An Abundance of Katherines,https://images.gr-assets.com/books/1360206426m/49750.jpg
29579,1951.0,Foundation,https://images.gr-assets.com/books/1417900846m/29579.jpg
15783514,2013.0,The Ocean at the End of the Lane,https://images.gr-assets.com/books/1497098563m/15783514.jpg
30118,1981.0,A Light in the Attic,https://images.gr-assets.com/books/1427169918m/30118.jpg
29056083,2016.0,"Harry Potter and the Cursed Child, Parts One and Two",https://images.gr-assets.com/books/1470082995m/29056083.jpg
11614718,2011.0,Delirium,https://images.gr-assets.com/books/1327890411m/11614718.jpg
32499,1992.0,The Pelican Brief,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17061,2002.0,Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg
12067,1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://images.gr-assets.com/books/1392528568m/12067.jpg
70401,1955.0,On the Road,https://images.gr-assets.com/books/1413588576m/70401.jpg
16181775,2013.0,The Rosie Project,https://images.gr-assets.com/books/1371651741m/16181775.jpg
3063499,2008.0,The Lucky One,https://images.gr-assets.com/books/1420816338m/3063499.jpg
2122,1943.0,The Fountainhead,https://images.gr-assets.com/books/1491163636m/2122.jpg
19691,1984.0,The Hunt for Red October,https://images.gr-assets.com/books/1281995542m/19691.jpg
